src_ip,dst_ip,ran_ngap_ue_id,label,timestamp_seq,direc_seq,procedurecode_seq,ngap_type_seq,nas_sec_seq,nas_type_seq,cell_id_seq,tac_seq,time_seq,seq_no,ue_status,establish_cause,nRencryption,nRintegrityProtection,eUTRAencryption,eUTRAintegrityProtection,mmfor,reg_type,tsc,nas_key_set_id,mcc,mnc,supi_fmt,type_id,nssaa_perf,sms_all,reg_result,mpsi,iwk_n26,emf,emc,vops_n3gpp,vops_3gpp,up_ciot,iphc_cp_ciot,n3_data,cp_ciot,restrictec,mcsi,emcn3,mm_cause,switch_off,re_reg_req,acc_type,serv_type,abba,cipher_alg,integrity_alg,max_data_rate_ul,max_data_rate_dl,sel_sc_mode,pdu_session_type,sm_cause,cause_nas,timezone
127.0.0.1,127.0.0.1,1,1,"[0.0, 0.01253199577331543, 0, 0, 0, 0]","[1, 0, -1, -1, -1, -1]","[15, 4, -1, -1, -1, -1]","[15, 4, -1, -1, -1, -1]","[0, 0, -1, -1, -1, -1]","[0, 21, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",1,2,-1,-1,-1,-1,1,1,0,7,208,93,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,1,1,"[0.0, 0.014514923095703125, 0.014774084091186523, 0.01830291748046875, 0.01848006248474121, 0.04789400100708008]","[1, 0, 1, 0, 1, 0]","[15, 4, 46, 4, 46, 14]","[15, 4, 46, 4, 46, 82]","[0, 0, 0, 3, 0, 4]","[0, 21, 22, 28, 29, 0]","[1, 1, 1, -1, -1, -1]","[1, 1, 1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[0, 0, 1, -1, -1, -1]",1,2,0,16384,0,0,1,1,0,7,208,93,0,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,1,1,"[0.0, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]","[28, -1, -1, -1, -1, -1]","[28, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,4294967295,1,"[0.0, 0.0003600120544433594, 2.0049471855163574, 2.005277156829834, 0, 0]","[0, 1, 1, 1, -1, -1]","[38, 9, 46, 9, -1, -1]","[38, 9, 46, 9, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,1,1,"[0.0, 0.013921022415161133, 0, 0, 0, 0]","[1, 0, -1, -1, -1, -1]","[15, 4, -1, -1, -1, -1]","[15, 4, -1, -1, -1, -1]","[0, 0, -1, -1, -1, -1]","[0, 21, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",1,2,-1,-1,-1,-1,1,1,0,7,208,93,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,4294967295,1,"[0.0, 0.000202178955078125, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]","[46, 9, -1, -1, -1, -1]","[46, 9, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,4294967295,1,"[0.0, 0.00043582916259765625, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]","[15, 9, -1, -1, -1, -1]","[15, 9, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[4886718345, -1, -1, -1, -1, -1]","[0, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1201,1232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,1,1,"[0.0, 0.02345585823059082, 0.02370595932006836, 0.026906967163085938, 0.027096986770629883, 0.07403087615966797]","[1, 0, 1, 0, 1, 0]","[15, 4, 46, 4, 46, 14]","[15, 4, 46, 4, 46, 82]","[0, 0, 0, 3, 0, 4]","[0, 21, 22, 28, 29, 0]","[1, 1, 1, -1, -1, -1]","[1, 1, 1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[0, 0, 1, -1, -1, -1]",1,2,0,16384,0,0,1,1,0,7,208,93,0,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,-1,-1,-1
127.0.0.1,127.0.0.1,1,1,"[0.0, 0.20171499252319336, 0.20235800743103027, 0.22377395629882812, 1.2262060642242432, 0]","[1, 1, 0, 1, 1, -1]","[14, 46, 4, 29, 28, -1]","[83, 46, 4, 85, 28, -1]","[2, 0, 2, 0, -1, -1]","[2, 19, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[1, 2, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,208,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32
127.0.0.1,127.0.0.1,4294967295,1,"[0.0, 0.0002799034118652344, 0.20245695114135742, 0.20291900634765625, 0, 0]","[1, 1, 1, 1, -1, -1]","[46, 9, 46, 9, -1, -1]","[46, 9, 46, 9, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
